CountryID,CountryName,GDP (current US$)_2015,GDP (current US$)_2016,GDP (current US$)_2017,GDP (current US$)_2018,GDP (current US$)_2019,GDP (current US$)_2020,GDP (current US$)_2021,GDP (current US$)_2022,GDP (current US$)_2023,GDP (current US$)_2024,"Population, total_2015","Population, total_2016","Population, total_2017","Population, total_2018","Population, total_2019","Population, total_2020","Population, total_2021","Population, total_2022","Population, total_2023","Population, total_2024",GDP growth (annual %)_2015,GDP growth (annual %)_2016,GDP growth (annual %)_2017,GDP growth (annual %)_2018,GDP growth (annual %)_2019,GDP growth (annual %)_2020,GDP growth (annual %)_2021,GDP growth (annual %)_2022,GDP growth (annual %)_2023,GDP growth (annual %)_2024,"Inflation, consumer prices (annual %)_2015","Inflation, consumer prices (annual %)_2016","Inflation, consumer prices (annual %)_2017","Inflation, consumer prices (annual %)_2018","Inflation, consumer prices (annual %)_2019","Inflation, consumer prices (annual %)_2020","Inflation, consumer prices (annual %)_2021","Inflation, consumer prices (annual %)_2022","Inflation, consumer prices (annual %)_2023","Inflation, consumer prices (annual %)_2024","Unemployment, total (% of total labor force)_2015","Unemployment, total (% of total labor force)_2016","Unemployment, total (% of total labor force)_2017","Unemployment, total (% of total labor force)_2018","Unemployment, total (% of total labor force)_2019","Unemployment, total (% of total labor force)_2020","Unemployment, total (% of total labor force)_2021","Unemployment, total (% of total labor force)_2022","Unemployment, total (% of total labor force)_2023","Unemployment, total (% of total labor force)_2024","Foreign direct investment, net inflows (BoP, current US$)_2015","Foreign direct investment, net inflows (BoP, current US$)_2016","Foreign direct investment, net inflows (BoP, current US$)_2017","Foreign direct investment, net inflows (BoP, current US$)_2018","Foreign direct investment, net inflows (BoP, current US$)_2019","Foreign direct investment, net inflows (BoP, current US$)_2020","Foreign direct investment, net inflows (BoP, current US$)_2021","Foreign direct investment, net inflows (BoP, current US$)_2022","Foreign direct investment, net inflows (BoP, current US$)_2023","Foreign direct investment, net inflows (BoP, current US$)_2024","Total reserves (includes gold, current US$)_2015","Total reserves (includes gold, current US$)_2016","Total reserves (includes gold, current US$)_2017","Total reserves (includes gold, current US$)_2018","Total reserves (includes gold, current US$)_2019","Total reserves (includes gold, current US$)_2020","Total reserves (includes gold, current US$)_2021","Total reserves (includes gold, current US$)_2022","Total reserves (includes gold, current US$)_2023","Total reserves (includes gold, current US$)_2024"
BRA,Brazil,1802212206904.68,1795693482652.52,2063514977334.32,1916933898038.36,1873288205186.45,1476107231194.11,1670647399034.67,1951923942083.32,2173665655937.27,,201675532.0,203218114.0,204703445.0,206107261.0,207455459.0,208660842.0,209550294.0,210306415.0,211140729.0,,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,2.90848048667777,,9.02990102416136,8.73914352329393,3.44637335032669,3.66485028376729,3.73297621216894,3.21176803803376,8.30165975585673,9.28010608956873,4.59356282283204,4.36746407652337,8.538,11.58,12.792,12.329,11.936,13.697,13.158,9.231,7.947,7.634,64738153494.44,74294627801.19,68885491315.23,78183840044.98,69174411753.45,38270116307.45,46440503520.19,74606361830.23,62441880089.59,71069841874.2,356464980327.488,364984039092.456,373955518686.487,374709673447.828,356886386911.979,355614251456.14,362210079181.317,324673449781.4,355021395541.562,318856510331.902
BRB,Barbados,5288057750.0,5330761500.0,5517340450.0,5629916200.0,5788288000.0,5168344450.0,5275242050.0,6257303500.0,6720733200.0,,278990.0,279598.0,280171.0,280711.0,281207.0,281698.0,282147.0,282318.0,282336.0,,-0.846098521356325,1.79193033431267,0.12844600157031,-1.17406509373819,0.652585417698418,-15.0543629495892,-0.254965880216531,17.8328630251327,4.09382010970572,,-1.11278992510967,1.28192813061895,4.66018463955996,3.67381410406801,4.10028964518461,,,,9.79207077126447,,9.803,8.247,8.622,8.322,8.412,9.777,9.433,8.365,7.878,7.529,688525943.309105,557500316.04356,91481933.165,241596500.0,215370130.0,262100000.0,238735060.0,200000000.0,224900000.0,,553604323.881265,431758241.990471,265841633.120924,533906813.039013,772118649.502051,1358013876.08841,1672884485.22112,1519660179.91512,1605919490.51553,
BRN,Brunei Darussalam,12930296852.4882,11400266055.3232,12128168046.7827,13566908401.1864,13469235348.2211,12005799664.2691,14006496614.3195,16681536442.5498,15128292980.8638,,422212.0,427564.0,432772.0,437810.0,442680.0,447404.0,451721.0,455370.0,458949.0,,-0.392383487933529,-2.47791776520457,1.32872651318183,0.0523710544736673,3.86884416432889,1.13357340605403,-1.59076248075436,-1.62833154022366,1.40706832327938,,-0.488347420743522,-0.278693265753083,-1.2605056462896,1.02505179290212,-0.390522069165529,1.94031996607184,1.73341388450593,3.68225030604216,0.35706431153689,-0.388674165036461,7.726,8.574,9.316,8.7,6.6,7.409,4.905,5.191,5.183,5.144,171289167.823995,-150550827.310313,467927550.316567,516202620.629746,373256767.246304,565542275.429333,204749379.815089,-292416275.450752,-50992640.1915361,,3366322585.18654,3487053368.54429,3488124299.73021,3407126454.77295,4272696957.80614,3997356505.31302,4982141345.7678,5034739047.43322,4482741926.02546,4032248415.87722
BTN,Bhutan,2187815803.82922,2357504760.5975,2591358009.79792,2583335721.20625,2735683570.28851,2457604334.15915,2768802959.60794,2898227743.13545,,,740618.0,747866.0,754335.0,759759.0,764824.0,770006.0,775442.0,780914.0,786385.0,,6.66080134005369,8.47594335542423,2.08684525771005,3.50187183723874,5.75514850618227,-10.2183974073689,4.42136740220592,5.21386781145085,,,4.54814395082205,3.21988689395718,4.95508366985129,2.72396386183713,2.72643037388832,5.62936522632508,7.3468144053353,5.6391667139637,4.22934419929251,2.76131569624098,2.45,2.705,3.016,3.35,2.72,5.03,4.803,5.947,3.126,2.856,6450953.84974429,11884162.3485119,-16553759.9525493,2649454.31118453,13011377.2857268,-2786960.89013149,6783112.48768633,8402097.14562732,11916048.289237,22778261.8023186,1103179128.57933,1127277331.66278,1206238190.85106,987247035.583982,1238371618.29552,1426914817.73783,1049605755.17506,825755411.679767,654480752.429944,928229244.175735
BWA,Botswana,13530748844.505,15082637184.0496,16105155856.7708,17031943186.1353,16725908148.5481,14960291105.9316,18750946600.1423,20321958850.0363,19396084498.0084,,2203273.0,2234776.0,2266747.0,2299141.0,2332083.0,2365894.0,2401441.0,2439892.0,2480244.0,,-4.85133564036167,7.20442475914267,4.1143636634186,4.18809355373698,3.0322025744566,-8.72875252639037,11.9206365085117,5.48602817797183,2.73379817032757,,3.06203169580558,2.81495791361944,3.30828076768219,3.23801558947715,2.77286442863321,1.8903591682421,7.24097765588442,11.665567478802,5.0676154934383,2.81835131676251,18.93,19.329,19.664,19.681,20.094,21.017,23.106,23.615,23.381,23.138,378554181.530079,142522598.297582,260575129.351448,285955061.932015,93607130.0326021,31792610.4142283,-319055857.574533,709624140.359236,665417580.126418,,7546144960.24368,7188821774.82296,7490512373.36878,6656913637.84624,6170221067.31238,4940893802.78156,4801608912.27109,4278950590.03447,4755831848.94263,
CAF,Central African Republic,1695825714.19282,1825018144.65595,2072349972.6818,2220979146.11241,2221301351.43918,2326720900.38047,2516498412.46384,2382618615.01694,2555492085.24831,,4629320.0,4713663.0,4793511.0,4878657.0,4944703.0,5026628.0,5112100.0,5098039.0,5152421.0,,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3.09999999999999,0.899999996857062,0.982919996264229,0.502110003427035,0.870251450842758,,1.40297017136816,4.94543276106518,4.18072331871267,1.61215686991555,2.68537355266787,1.71015659523153,4.25936417542868,5.58316735183247,2.97913852618937,,5.477,5.491,5.534,5.517,5.607,6.196,6.375,5.956,5.877,5.899,3000000.0,7256090.0,6888750.0,18003540.0,25601160.0,1737360.0,5409980.0,24047720.0,38742450.0,,213800567.288047,239797985.500412,362717270.49893,361797180.317652,350305401.8215,432524260.923722,483872115.778418,374404781.268039,479592712.605639,
CAN,Canada,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1743725183672.52,1655684730000.19,2007472181464.15,2161483369422.01,2142470914401.36,,35704498.0,36110803.0,36545075.0,37072620.0,37618495.0,38028638.0,38239864.0,38939056.0,40097761.0,,0.649970993709132,1.03855093491798,3.03383490260789,2.74296343112555,1.9084319253883,-5.03823344128351,5.28695689105889,3.81986633913397,1.24892730403391,,1.12524136094277,1.42875954701085,1.59688412852977,2.26822567248103,1.94926902411593,0.716999632307827,3.39519318527528,6.80280115341613,3.87900159788426,2.38158383281173,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.279,5.415,6.45,59986208237.0735,34201872160.6085,25357801000.497,42603762048.5971,48942300762.2452,29123011879.2998,60189690111.8854,50229920776.0187,42076242120.3715,,79753521149.8993,82718110857.6299,86677706696.7064,83925602808.0082,85297110783.6887,90428136419.3486,106615119570.101,106952377364.743,117550899244.64,
CEB,Central Europe and the Baltics,1297123697168.52,1321226675267.44,1467424389927.92,1657633874968.79,1685123570509.08,1678756939339.66,1926804401016.02,1955925827813.51,2267760561102.28,,103206007.0,102926796.0,102656954.0,102439383.0,102282674.0,102046650.0,100647592.0,100289401.0,100175859.0,,4.00639231580742,2.7841503676963,5.12137697480723,5.04076378771153,4.0059928219052,-3.32906850842643,6.53215013007073,4.06723825067938,0.639830852654953,,-0.464499004644911,-0.054999541670474,2.0759355367385,2.53445424186598,2.66456133425431,1.67244096855756,3.83984491500146,14.6081439492433,9.44284140088564,,7.81595111887481,6.48162116354963,5.2841808780617,4.30568206567801,3.77105548227303,4.35897846633943,4.46317615361708,3.98425299925656,4.01405105340076,3.8680960778316,23462819795.6785,116332256719.116,30937237488.887,-18812850494.8409,153689624903.673,213073307469.99,121855677778.788,81814019005.2974,-1592979096.94688,,,,,,,,,,,
CHE,Switzerland,694118186379.628,687895460902.713,695200833086.499,725568717468.001,721369112726.724,741999406005.627,813408787222.499,818426550206.45,884940402230.409,,8282396.0,8373338.0,8451840.0,8514329.0,8575280.0,8638167.0,8704546.0,8777088.0,8888093.0,,1.64462768699285,2.0686896670996,1.36279955711416,2.86044579461633,1.14198232505277,-2.14173720650054,5.39188804141473,2.56832817834069,0.716066868695833,,-1.14390867228183,-0.434618664285835,0.533787839825897,0.936335464113563,0.362886179940614,-0.725874933313384,0.581814168489856,2.83502798644463,2.13540088016377,1.06234041976595,4.801,4.918,4.797,4.713,4.394,4.817,5.013,4.122,4.043,4.11,118752400108.647,166801396968.929,143235966548.555,-160387834479.04,20367751264.896,-241501226219.29,-123286533982.399,-16057258695.7617,-88899521141.5666,,602402585638.351,678909680869.541,811030675725.885,787021335043.725,854928999231.114,1083404341999.89,1109821661884.41,923627520640.528,863891876435.069,822130485596.394
CHI,Channel Islands,10109968846.9524,9169278192.53124,9170079925.78986,10026153344.8196,10032440928.3488,9439810775.67214,11157002972.5829,11308300346.3725,12507927144.1342,,163454.0,163883.0,164319.0,164949.0,165639.0,166235.0,166741.0,167215.0,167691.0,,0.374367230875421,1.21302461173511,1.80648020062763,1.12224468139542,1.57335515790562,-8.89677952309607,9.93680136363695,5.34196183115412,3.71500566060664,,,,,,,,,,,,8.178,7.715,7.12,6.571,6.408,6.863,6.875,6.147,6.187,6.256,,,,,,,,,,,,,,,,,,,,
CHL,Chile,242450355827.827,249344863933.461,276154259987.103,295857562991.709,278285058719.466,254042159309.311,315515014838.539,302116539409.03,335533331669.219,,18047625.0,18267221.0,18558868.0,18893191.0,19197744.0,19370624.0,19456334.0,19553036.0,19658835.0,,2.15194249853634,1.75303874553305,1.35769537797211,3.99002947521676,0.634367533828438,-6.14347479224092,11.3339570691911,2.05874008095333,0.218780666901552,,4.34877353217044,3.78619355893118,2.18271846868519,2.43488981353057,2.55754475703327,3.04549084804326,4.52456838259144,11.643866711056,7.58168251407962,4.29763891572524,6.313,6.673,7.257,7.623,7.493,10.934,9.281,8.249,9.013,9.056,17766285629.0926,11362832162.4891,5237183518.21249,7942631935.04914,13579090978.7595,11447397288.6176,15176902318.5544,18236599109.4303,21737835925.3814,,38641176606.0315,40493293729.5297,38981539753.7984,39858824174.8114,40655524238.3282,39166118109.4101,51252167799.6881,39102338845.0328,46377347796.8251,44382397504.3695
CHN,China,11061572618578.7,11233313730348.7,12310491333980.9,13894907857880.6,14279968506271.7,14687744162801.0,17820459508852.2,17881782683707.3,17794783039552.0,,1379860000.0,1387790000.0,1396215000.0,1402760000.0,1407745000.0,1411100000.0,1412360000.0,1412175000.0,1410710000.0,,7.04132887873656,6.84876220495761,6.94720079331685,6.7497738324959,5.95050075367413,2.23863835634639,8.44846941687277,2.95066992959268,5.24955786387791,,1.43702380935655,2.00000182191943,1.59313600071436,2.07479039965576,2.89923416358227,2.41942189457782,0.981015135544882,1.97357555739051,0.234836828893051,0.218128938439177,4.65,4.56,4.47,4.31,4.56,5.0,4.55,4.98,4.67,4.571,242489331627.399,174749584584.051,166083755721.649,235365050036.341,187169822364.755,253095616058.58,344074977062.48,190203789092.51,42727679407.24,,3405253363888.14,3097658421378.4,3235681607213.04,3168216331199.08,3222894578036.36,3357240875433.71,3427931394628.85,3306839412813.78,3449544415518.98,3264803869739.12
CIV,Cote d'Ivoire,45815005169.2651,48407761036.8238,52512343996.69,58522477786.6889,60382894697.3557,63027852805.4204,72794636653.7793,70173140101.4315,78875489245.0538,,25246342.0,25989405.0,26733372.0,27464173.0,28193009.0,28915449.0,29639736.0,30395002.0,31165654.0,,7.19494942728191,7.17275963956332,7.41076242592504,4.84314605889178,6.72137167584978,0.699728593494228,7.06332910205232,6.2178509127107,6.199999999987,,1.25149954781477,0.723178457513217,0.685881065304603,0.359409031380677,-1.10686343994188,2.42500656821815,4.09195189692863,5.27616724262846,4.38711707003279,3.46637314660165,2.579,1.896,3.272,2.85,2.401,2.584,2.63,2.306,2.27,2.288,494408755.776341,577871524.156215,975014998.795493,620330654.359791,848881139.442877,712915894.481616,1392435143.38301,1599115748.83327,1752557290.0,,,,,,,,,,,
CMR,Cameroon,32210233020.4569,33814337044.3765,36098547033.1655,39955552189.795,39667757527.6578,40773241177.0505,45011937346.8384,44347206072.5513,49279410982.826,,22763414.0,23454161.0,24128601.0,24806383.0,25506095.0,26210558.0,26915758.0,27632771.0,28372687.0,,5.66695298703932,4.53579423678801,3.54117654926007,3.95551423892049,3.47505998194981,0.259932915907115,3.33885747179505,3.7367840056412,3.24834497823876,,2.676235314199,0.874190383288856,0.64040914988195,1.0688581131292,2.45280214062732,2.43760882182236,2.27185762503637,6.24767713343861,7.38281384280984,,3.518,3.528,3.568,3.601,3.622,3.87,3.973,3.653,3.613,3.518,694336734.87982,663893595.165465,814458940.927625,765092012.778526,1024779237.90889,675186993.65287,963531503.483345,925681548.563252,821546383.239812,,3536255065.98645,2225708778.07818,3196791410.74604,3459329760.96426,3720172167.11585,3961753887.41141,4299788713.29081,5133480338.41129,4882047276.67739,
COD,"Congo, Dem. Rep.",37917706497.1793,37134801555.3322,38019264794.8263,47568210009.8172,51775829877.2088,48716961860.1325,55328482783.5393,65801547619.5815,66383287002.9867,,81035531.0,83956415.0,87083398.0,90047644.0,92947442.0,95989998.0,99148932.0,102396968.0,105789731.0,,6.91616711922561,2.39939891133452,3.7269476588301,5.82112109969025,4.38452887429834,1.73542276681493,6.20015401075946,8.92444762563109,8.56086250904089,,0.74419899478147,2.88585107289988,,,,,,,,,4.439,4.521,4.601,4.618,4.591,5.345,5.28,4.522,4.484,4.556,1165720010.30767,932374669.380907,1047979482.55526,1407563588.42423,1350994226.20535,1498084807.8648,1677673789.73561,1409373841.76263,2375258886.51998,,1215934551.45168,708160749.155332,695398161.997957,665272094.992908,1194373484.64689,747655324.338114,3467115960.59408,4378100481.59101,5104181646.5526,
COG,"Congo, Rep.",12434793867.3568,10931328150.8478,11834473039.3645,14773900288.5135,13976637779.9763,11468687464.0046,14825690210.9157,15817030154.6941,15321055822.5167,,5097581.0,5222536.0,5351011.0,5483118.0,5616661.0,5752791.0,5892183.0,6035104.0,6182885.0,,0.415193061293763,-8.68524343913786,-5.59477371915547,-2.30431780125842,1.12447391976529,-6.26777227963225,1.01507036990908,1.47535613247133,1.90686426346754,,3.16909796750829,3.19056179723773,0.450063823285546,1.15277896375523,2.20607305781525,1.79537147083108,1.7156427545126,3.04344334698478,4.30174563591016,,19.978,20.223,20.611,20.701,20.392,22.198,21.96,20.108,19.898,19.694,4279839199.11278,50608700.3526123,4416953730.0,4315250920.0,-1427679257.05894,-1983178866.50125,-320209517.696022,532256250.0,626473710.0,,2221497219.19564,714352000.79598,379984138.830498,423617388.256644,988316008.036768,1140500574.79268,828560334.612028,835649476.998537,715391052.357981,
COL,Colombia,293492370193.166,282720100286.228,311866875156.879,334198218098.276,323031701192.84,270348342541.465,318524633225.395,345329875078.512,363493841244.303,,46969940.0,47437512.0,48131078.0,49024465.0,49907985.0,50629997.0,51188173.0,51737944.0,52321152.0,,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.18685539245533,-7.18591413760859,10.8011981904878,7.2888838865514,0.610409565791542,,4.9898311584953,7.51346024627675,4.31431325695011,3.24056932930569,3.52301932741447,2.52663500084706,3.49505757399448,10.1772313546166,11.7359044948689,6.60908593728228,8.572,8.922,9.086,9.36,10.28,15.983,13.898,10.547,9.594,9.608,11620532645.7092,13857937720.8026,13700880445.1998,11298692773.8486,13989154028.3683,7458624984.21929,9561335276.67571,17182521349.9059,16794082728.5038,,46222893468.525,46173772892.6654,47131104746.7563,47887623364.3511,52652707434.7902,58499477956.7248,58018679406.6873,56703971712.5605,59040690523.7904,61505803384.4902
COM,Comoros,966029600.862227,1012835493.19325,1077439756.59451,1188797449.38584,1195019531.9011,1225039196.61091,1296089479.91978,1242519407.77603,1352380971.24055,,726682.0,741741.0,756669.0,771590.0,786578.0,802163.0,818174.0,834188.0,850387.0,,1.14735076108914,3.32044656240026,3.81576287682401,3.6424511379732,1.76078023923176,-0.195556827149787,2.00016198933761,2.60301031927843,2.99567457175966,,,,,,,,,,,,4.121,4.104,4.03,3.942,3.934,4.471,4.394,3.816,3.776,3.875,4936699.51044481,3569823.72997217,3919473.02500835,5672348.12858,4300803.9663215,3875846.08058854,4024772.1820532,4128667.47538991,5352754.89432874,,200562427.653927,159412124.098012,207879895.509358,199213183.261238,202031707.232998,294339897.88933,329671751.96892,283746116.067475,324560634.116795,322435665.152211
CPV,Cabo Verde,1749857620.35329,1849789992.7426,1996741544.61574,2205099509.15987,2252177133.74705,1821565617.6945,2051842609.64558,2247003347.63376,2533819406.4916,,512394.0,512554.0,512893.0,513415.0,514104.0,514679.0,516649.0,519741.0,522331.0,,0.936026507808833,4.28071482662371,4.5513148102974,3.70696458310842,6.94782634051859,-20.8052758990735,7.03353010694514,15.843675684642,5.47543591649173,,0.131187999024545,-1.40781637091706,0.784415251101334,1.25699566690509,1.10666674296063,0.605795808395385,1.86215297494647,7.93092925430087,3.72437517668748,,11.907,12.077,12.24,12.17,12.128,14.69,13.976,12.246,11.971,11.878,96071472.8368678,126312006.101644,111711633.73814,103550532.589033,122921295.022726,67619883.9199239,91456883.2590196,122015528.984869,158735894.913156,,494495560.716106,572736752.547996,617362329.826463,606003781.270023,737990665.417386,735084797.415375,769650450.739642,729566303.824111,837880565.130438,783105557.825454
